"Tarih","Şimdi","Açılış","Yüksek","Düşük","Hac.","Fark %"
"08.08.2018","5,2800","5,2310","5,3112","5,2200","","0,68%"
"07.08.2018","5,2443","5,3275","5,3696","5,1725","","-1,61%"
"06.08.2018","5,3301","5,0798","5,4265","5,0798","","4,89%"
"03.08.2018","5,0815","5,0655","5,1135","5,0528","","0,31%"
"02.08.2018","5,0660","4,9924","5,0944","4,9591","","1,42%"
"01.08.2018","4,9950","4,9137","5,0183","4,9087","","1,64%"
"31.07.2018","4,9142","4,8845","4,9324","4,8734","","0,65%"
"30.07.2018","4,8823","4,8459","4,9104","4,8407","","0,61%"
"27.07.2018","4,8529","4,8644","4,8830","4,8340","","-0,25%"
"26.07.2018","4,8649","4,7705","4,8845","4,7660","","1,93%"
"25.07.2018","4,7728","4,8883","4,8924","4,7728","","-2,32%"
"24.07.2018","4,8861","4,7415","4,9403","4,7345","","3,09%"
"23.07.2018","4,7395","4,7939","4,7970","4,7305","","-1,11%"
"20.07.2018","4,7927","4,8065","4,8269","4,7630","","-0,29%"
"19.07.2018","4,8066","4,7970","4,8453","4,7875","","0,24%"
"18.07.2018","4,7952","4,8074","4,8474","4,7624","","-0,24%"
"17.07.2018","4,8065","4,8451","4,8606","4,7755","","-0,82%"
"16.07.2018","4,8463","4,8435","4,8680","4,8180","","-0,18%"
"13.07.2018","4,8552","4,8545","4,8753","4,8066","","0,00%"
"12.07.2018","4,8552","4,8735","4,9721","4,7792","","-0,43%"
"11.07.2018","4,8762","4,7035","4,8789","4,6923","","3,58%"
"10.07.2018","4,7077","4,7358","4,7588","4,6448","","-0,55%"
"09.07.2018","4,7338","4,5694","4,7488","4,5060","","3,58%"
"06.07.2018","4,5704","4,5935","4,6198","4,5684","","-0,48%"
"05.07.2018","4,5924","4,6692","4,6890","4,5814","","-1,59%"
"04.07.2018","4,6667","4,6720","4,7234","4,6590","","-0,08%"
"03.07.2018","4,6705","4,6175","4,6881","4,6080","","1,18%"
"02.07.2018","4,6161","4,5908","4,6448","4,5813","","0,63%"
"29.06.2018","4,5872","4,5830","4,6111","4,5445","","0,04%"
"28.06.2018","4,5853","4,6245","4,6535","4,5733","","-0,80%"
"27.06.2018","4,6225","4,6168","4,6590","4,5895","","0,15%"
"26.06.2018","4,6155","4,6792","4,7169","4,6045","","-1,40%"
"25.06.2018","4,6810","4,6600","4,7249","4,5350","","0,08%"
"22.06.2018","4,6773","4,7185","4,7462","4,6585","","-0,96%"
"21.06.2018","4,7225","4,7312","4,7700","4,7151","","-0,22%"
"20.06.2018","4,7327","4,7319","4,7696","4,7220","","-0,16%"
"19.06.2018","4,7402","4,7055","4,7763","4,6860","","0,77%"
"18.06.2018","4,7042","4,7272","4,7458","4,6730","","-0,55%"
"15.06.2018","4,7301","4,7267","4,7602","4,7073","","0,09%"
"14.06.2018","4,7259","4,6319","4,7329","4,5910","","1,74%"
"13.06.2018","4,6453","4,5953","4,6995","4,5813","","1,04%"
"12.06.2018","4,5976","4,5229","4,5998","4,5191","","1,63%"
"11.06.2018","4,5240","4,4774","4,5420","4,4610","","1,12%"
"08.06.2018","4,4740","4,4800","4,5404","4,4591","","-0,23%"
"07.06.2018","4,4844","4,5537","4,5872","4,4510","","-1,56%"
"06.06.2018","4,5554","4,5980","4,6290","4,5358","","-0,94%"
"05.06.2018","4,5985","4,5903","4,6337","4,5805","","0,14%"
"04.06.2018","4,5921","4,6495","4,6791","4,5735","","-1,26%"
"01.06.2018","4,6508","4,5240","4,6574","4,5140","","2,79%"
"31.05.2018","4,5245","4,4590","4,5463","4,4495","","1,33%"
"30.05.2018","4,4650","4,5483","4,5641","4,4410","","-1,84%"
"29.05.2018","4,5488","4,5770","4,6358","4,5280","","-0,73%"
"28.05.2018","4,5822","4,7130","4,7214","4,5495","","-2,67%"
"25.05.2018","4,7081","4,7090","4,8030","4,6818","","0,02%"
"24.05.2018","4,7073","4,5763","4,8032","4,5380","","2,86%"
"23.05.2018","4,5762","4,6660","4,9241","4,5395","","-1,99%"
"22.05.2018","4,6691","4,5744","4,6738","4,5375","","2,06%"
"21.05.2018","4,5749","4,4902","4,6000","4,4864","","1,85%"
"18.05.2018","4,4917","4,4570","4,5060","4,4365","","0,70%"
"17.05.2018","4,4606","4,4110","4,4674","4,4095","","1,06%"
"16.05.2018","4,4139","4,4430","4,5015","4,3900","","-0,70%"
"15.05.2018","4,4450","4,3689","4,4770","4,3470","","1,78%"
"14.05.2018","4,3674","4,3139","4,3714","4,3000","","1,25%"
"11.05.2018","4,3136","4,2347","4,3180","4,2261","","1,85%"
"10.05.2018","4,2352","4,2871","4,3084","4,2197","","-1,22%"
"09.05.2018","4,2876","4,3290","4,3746","4,2510","","-1,04%"
"08.05.2018","4,3327","4,2664","4,3382","4,2565","","1,54%"
"07.05.2018","4,2669","4,2260","4,2729","4,2210","","0,97%"
"04.05.2018","4,2260","4,2153","4,2921","4,2137","","0,31%"
"03.05.2018","4,2131","4,1772","4,2450","4,1522","","0,86%"
"02.05.2018","4,1771","4,1028","4,1876","4,0886","","1,81%"
"01.05.2018","4,1030","4,0610","4,1254","4,0530","","1,02%"
"30.04.2018","4,0617","4,0441","4,0740","4,0245","","0,48%"
"27.04.2018","4,0422","4,0659","4,0800","4,0350","","-0,60%"
"26.04.2018","4,0664","4,0813","4,0863","4,0545","","-0,36%"
"25.04.2018","4,0809","4,0866","4,1116","4,0325","","-0,12%"
"24.04.2018","4,0860","4,1077","4,1144","4,0775","","-0,54%"
"23.04.2018","4,1080","4,0766","4,1111","4,0614","","0,77%"
"20.04.2018","4,0766","4,0398","4,0790","4,0225","","0,90%"
"19.04.2018","4,0403","4,0078","4,0500","4,0055","","0,79%"
"18.04.2018","4,0086","4,0941","4,1086","4,0037","","-2,17%"
"17.04.2018","4,0976","4,0967","4,1266","4,0697","","0,03%"
"16.04.2018","4,0963","4,0984","4,1213","4,0865","","-0,01%"
"13.04.2018","4,0969","4,1097","4,1173","4,0650","","-0,32%"
"12.04.2018","4,1102","4,1308","4,1615","4,0813","","-0,62%"
"11.04.2018","4,1360","4,1120","4,1950","4,1067","","0,58%"
"10.04.2018","4,1121","4,0715","4,1393","4,0530","","0,94%"
"09.04.2018","4,0737","4,0410","4,0761","4,0315","","0,71%"
"06.04.2018","4,0449","4,0531","4,0680","4,0263","","-0,16%"
"05.04.2018","4,0515","3,9970","4,0538","3,9942","","1,31%"
"04.04.2018","3,9991","3,9894","4,0290","3,9832","","0,26%"
"03.04.2018","3,9887","3,9719","3,9950","3,9670","","0,38%"
"02.04.2018","3,9735","3,9542","3,9808","3,9496","","0,46%"
"30.03.2018","3,9552","3,9426","3,9613","3,9370","","0,33%"
"29.03.2018","3,9422","4,0080","4,0163","3,9325","","-1,70%"
"28.03.2018","4,0103","3,9822","4,0169","3,9772","","0,71%"
"27.03.2018","3,9819","3,9657","3,9981","3,9579","","0,41%"
"26.03.2018","3,9657","3,9803","3,9963","3,9524","","-0,42%"
"23.03.2018","3,9824","3,9311","4,0356","3,9311","","1,22%"
"22.03.2018","3,9343","3,9097","3,9458","3,8969","","0,66%"
"21.03.2018","3,9085","3,9350","3,9407","3,9062","","-0,65%"
"20.03.2018","3,9339","3,9356","3,9535","3,9180","","-0,06%"
"19.03.2018","3,9362","3,9119","3,9546","3,9119","","0,42%"
"16.03.2018","3,9196","3,8955","3,9266","3,8875","","0,62%"
"15.03.2018","3,8956","3,8791","3,9070","3,8721","","0,41%"
"14.03.2018","3,8796","3,8731","3,8954","3,8524","","0,16%"
"13.03.2018","3,8733","3,8439","3,8754","3,8325","","0,77%"
"12.03.2018","3,8438","3,8102","3,8525","3,8037","","0,86%"
"09.03.2018","3,8111","3,8238","3,8290","3,8000","","-0,33%"
"08.03.2018","3,8236","3,7994","3,8285","3,7977","","0,55%"
"07.03.2018","3,8027","3,7929","3,8098","3,7876","","0,22%"
"06.03.2018","3,7942","3,8078","3,8131","3,7827","","-0,37%"
"05.03.2018","3,8084","3,8074","3,8296","3,8038","","0,03%"
"02.03.2018","3,8071","3,8057","3,8252","3,7990","","0,04%"
"01.03.2018","3,8056","3,7996","3,8210","3,7939","","0,18%"
"28.02.2018","3,7988","3,8151","3,8169","3,7925","","-0,44%"
"27.02.2018","3,8155","3,7852","3,8160","3,7780","","0,77%"
"26.02.2018","3,7864","3,7879","3,7985","3,7729","","-0,11%"
"23.02.2018","3,7905","3,7845","3,7965","3,7760","","0,16%"
"22.02.2018","3,7843","3,7867","3,8113","3,7782","","-0,13%"
"21.02.2018","3,7892","3,7972","3,8104","3,7740","","-0,24%"
"20.02.2018","3,7984","3,7569","3,8136","3,7565","","1,09%"
"19.02.2018","3,7573","3,7465","3,7642","3,7418","","0,26%"
"16.02.2018","3,7474","3,7644","3,7730","3,7345","","-0,45%"
"15.02.2018","3,7644","3,7826","3,7866","3,7619","","-0,48%"
"14.02.2018","3,7824","3,8122","3,8254","3,7778","","-0,74%"
"13.02.2018","3,8106","3,8002","3,8134","3,7875","","0,29%"
"12.02.2018","3,7997","3,8209","3,8290","3,7945","","-0,60%"
"09.02.2018","3,8226","3,8213","3,8456","3,8035","","0,03%"
"08.02.2018","3,8216","3,8047","3,8360","3,7885","","0,44%"
"07.02.2018","3,8047","3,7697","3,8077","3,7605","","0,93%"
"06.02.2018","3,7695","3,7895","3,7964","3,7605","","-0,54%"
"05.02.2018","3,7900","3,7688","3,7920","3,7525","","0,44%"
"02.02.2018","3,7735","3,7336","3,7786","3,7290","","1,13%"
"01.02.2018","3,7315","3,7547","3,7724","3,7260","","-0,64%"
"31.01.2018","3,7555","3,7811","3,7837","3,7441","","-0,67%"
"30.01.2018","3,7810","3,7929","3,8000","3,7584","","-0,33%"
"29.01.2018","3,7934","3,7539","3,7973","3,7408","","1,03%"
"26.01.2018","3,7547","3,7516","3,7661","3,7252","","0,06%"
"25.01.2018","3,7525","3,7379","3,7609","3,7126","","0,38%"
"24.01.2018","3,7384","3,7670","3,7754","3,7298","","-0,77%"
"23.01.2018","3,7673","3,7760","3,8049","3,7638","","-0,20%"
"22.01.2018","3,7750","3,8316","3,8491","3,7695","","-0,83%"
"19.01.2018","3,8065","3,7708","3,8177","3,7585","","0,97%"
"18.01.2018","3,7701","3,8161","3,8226","3,7550","","-1,26%"
"17.01.2018","3,8182","3,7971","3,8339","3,7905","","0,53%"
"16.01.2018","3,7980","3,8011","3,8358","3,7835","","-0,07%"
"15.01.2018","3,8007","3,7484","3,8043","3,7429","","1,40%"
"12.01.2018","3,7482","3,7767","3,7847","3,7438","","-0,69%"
"11.01.2018","3,7741","3,7996","3,8064","3,7670","","-0,67%"
"10.01.2018","3,7994","3,7675","3,8092","3,7646","","0,84%"
"09.01.2018","3,7679","3,7456","3,7801","3,7396","","0,63%"
"08.01.2018","3,7443","3,7317","3,7576","3,7297","","0,20%"
"05.01.2018","3,7367","3,7496","3,7618","3,7275","","-0,30%"
"04.01.2018","3,7480","3,7834","3,7883","3,7440","","-0,88%"
"03.01.2018","3,7812","3,7660","3,7879","3,7520","","0,38%"
"02.01.2018","3,7667","3,7920","3,7968","3,7490","","-0,55%"
"01.01.2018","3,7875","3,7855","3,7974","3,7855","","-0,07%"
"29.12.2017","3,7900","3,7748","3,7975","3,7592","","0,40%"
"28.12.2017","3,7749","3,8160","3,8255","3,7630","","-1,07%"
"27.12.2017","3,8156","3,8110","3,8283","3,8020","","0,09%"
"26.12.2017","3,8120","3,8091","3,8200","3,7946","","0,12%"
"25.12.2017","3,8074","3,8097","3,8200","3,7910","","-0,22%"
"22.12.2017","3,8157","3,8182","3,8277","3,8067","","-0,05%"
"21.12.2017","3,8175","3,8193","3,8342","3,8138","","-0,07%"
"20.12.2017","3,8203","3,8331","3,8453","3,8133","","-0,35%"
"19.12.2017","3,8336","3,8297","3,8455","3,8198","","0,09%"
"18.12.2017","3,8300","3,8628","3,8706","3,8203","","-0,82%"
"15.12.2017","3,8617","3,8888","3,8902","3,8478","","-0,65%"
"14.12.2017","3,8869","3,8114","3,8972","3,8076","","1,97%"
"13.12.2017","3,8119","3,8479","3,8655","3,8083","","-0,94%"
"12.12.2017","3,8479","3,8380","3,8609","3,8213","","0,29%"
"11.12.2017","3,8367","3,8387","3,8400","3,8140","","-0,05%"
"08.12.2017","3,8388","3,8594","3,8746","3,8238","","-0,63%"
"07.12.2017","3,8631","3,8507","3,8740","3,8465","","0,32%"
"06.12.2017","3,8506","3,8438","3,8640","3,8385","","0,16%"
"05.12.2017","3,8444","3,8742","3,8801","3,8375","","-0,77%"
"04.12.2017","3,8742","3,9162","3,9466","3,8621","","-0,99%"
"01.12.2017","3,9131","3,9178","3,9475","3,9059","","-0,15%"
"30.11.2017","3,9190","3,9618","3,9626","3,9030","","-1,07%"
"29.11.2017","3,9613","3,9641","3,9737","3,9400","","-0,08%"
"28.11.2017","3,9645","3,9059","3,9736","3,9017","","1,49%"
"27.11.2017","3,9062","3,9498","3,9562","3,8875","","-0,95%"
"24.11.2017","3,9437","3,9200","3,9576","3,9090","","0,60%"
"23.11.2017","3,9201","3,9179","3,9475","3,8960","","0,04%"
"22.11.2017","3,9184","3,9548","3,9825","3,9115","","-0,97%"
"21.11.2017","3,9566","3,9289","3,9778","3,9180","","0,71%"
"20.11.2017","3,9286","3,8772","3,9300","3,8537","","1,32%"
"17.11.2017","3,8773","3,8647","3,9055","3,8513","","0,37%"
"16.11.2017","3,8629","3,8808","3,8891","3,8485","","-0,47%"
"15.11.2017","3,8811","3,8852","3,9015","3,8690","","-0,13%"
"14.11.2017","3,8860","3,8685","3,9109","3,8577","","0,40%"
"13.11.2017","3,8706","3,8602","3,8892","3,8460","","0,18%"
"10.11.2017","3,8636","3,8612","3,8818","3,8450","","-0,03%"
"09.11.2017","3,8647","3,8677","3,8824","3,8367","","-0,05%"
"08.11.2017","3,8665","3,8851","3,9020","3,8549","","-0,46%"
"07.11.2017","3,8844","3,8278","3,8966","3,8235","","1,47%"
"06.11.2017","3,8280","3,8825","3,8904","3,8205","","-1,50%"
"03.11.2017","3,8864","3,7973","3,8899","3,7944","","2,34%"
"02.11.2017","3,7975","3,8122","3,8270","3,7894","","-0,41%"
"01.11.2017","3,8130","3,7917","3,8340","3,7830","","0,55%"
"31.10.2017","3,7920","3,7793","3,8151","3,7620","","0,32%"
"30.10.2017","3,7798","3,7910","3,7948","3,7610","","-0,23%"
"27.10.2017","3,7885","3,8198","3,8432","3,7830","","-0,83%"
"26.10.2017","3,8203","3,7667","3,8353","3,7489","","1,42%"
"25.10.2017","3,7668","3,7421","3,8082","3,7167","","0,68%"
"24.10.2017","3,7414","3,7158","3,7593","3,7011","","0,68%"
"23.10.2017","3,7163","3,6709","3,7230","3,6707","","1,22%"
"20.10.2017","3,6714","3,6454","3,6840","3,6438","","0,71%"
"19.10.2017","3,6456","3,6791","3,6814","3,6422","","-0,85%"
"18.10.2017","3,6768","3,6665","3,6880","3,6602","","0,29%"
"17.10.2017","3,6663","3,6477","3,6919","3,6440","","0,55%"
"16.10.2017","3,6463","3,6303","3,6525","3,6279","","0,31%"
"13.10.2017","3,6349","3,6543","3,6637","3,6215","","-0,52%"
"12.10.2017","3,6540","3,6500","3,6721","3,6280","","0,15%"
"11.10.2017","3,6484","3,7090","3,7131","3,6425","","-1,70%"
"10.10.2017","3,7114","3,7006","3,7129","3,6585","","0,28%"
"09.10.2017","3,7011","3,6157","3,7704","3,6157","","2,38%"
"06.10.2017","3,6149","3,5831","3,6380","3,5782","","0,87%"
"05.10.2017","3,5836","3,5718","3,5891","3,5618","","0,32%"
"04.10.2017","3,5723","3,5714","3,5800","3,5575","","0,01%"
"03.10.2017","3,5718","3,5645","3,5960","3,5631","","0,23%"
"02.10.2017","3,5635","3,5654","3,5882","3,5620","","-0,01%"
"29.09.2017","3,5637","3,5580","3,5671","3,5369","","0,10%"
"28.09.2017","3,5603","3,5789","3,5990","3,5550","","-0,48%"
"27.09.2017","3,5774","3,5375","3,5870","3,5355","","0,99%"
"26.09.2017","3,5424","3,5499","3,5586","3,5225","","-0,20%"
"25.09.2017","3,5494","3,4920","3,5530","3,4920","","1,52%"
"22.09.2017","3,4962","3,5029","3,5090","3,4775","","-0,17%"
"21.09.2017","3,5023","3,5035","3,5210","3,4935","","-0,02%"
"20.09.2017","3,5030","3,4896","3,5198","3,4644","","0,41%"
"19.09.2017","3,4887","3,4899","3,5074","3,4767","","-0,02%"
"18.09.2017","3,4894","3,4398","3,5008","3,4290","","1,51%"
"15.09.2017","3,4376","3,4326","3,4447","3,4189","","0,13%"
"14.09.2017","3,4331","3,4578","3,4780","3,4285","","-0,72%"
"13.09.2017","3,4579","3,4325","3,4629","3,4215","","0,72%"
"12.09.2017","3,4331","3,4059","3,4450","3,4012","","0,80%"
"11.09.2017","3,4060","3,4117","3,4150","3,3845","","-0,17%"
"08.09.2017","3,4117","3,4038","3,4226","3,3944","","0,21%"
"07.09.2017","3,4045","3,4273","3,4356","3,4011","","-0,62%"
"06.09.2017","3,4257","3,4340","3,4505","3,4195","","-0,34%"
"05.09.2017","3,4375","3,4342","3,4535","3,4224","","0,08%"
"04.09.2017","3,4348","3,4263","3,4411","3,4206","","0,19%"
"01.09.2017","3,4284","3,4500","3,4546","3,4132","","-0,70%"
"31.08.2017","3,4527","3,4517","3,4733","3,4422","","0,03%"
"30.08.2017","3,4517","3,4459","3,4639","3,4369","","0,15%"
"29.08.2017","3,4465","3,4439","3,4590","3,4310","","0,07%"
"28.08.2017","3,4441","3,4381","3,4540","3,4340","","0,15%"
"25.08.2017","3,4389","3,4837","3,4914","3,4331","","-1,29%"
"24.08.2017","3,4838","3,4756","3,4876","3,4727","","0,15%"
"23.08.2017","3,4787","3,4935","3,5043","3,4748","","-0,45%"
"22.08.2017","3,4944","3,4955","3,5060","3,4880","","-0,07%"
"21.08.2017","3,4970","3,5136","3,5259","3,4899","","-0,61%"
"18.08.2017","3,5185","3,5251","3,5327","3,5080","","-0,20%"
"17.08.2017","3,5254","3,5159","3,5299","3,5103","","0,28%"
"16.08.2017","3,5156","3,5369","3,5417","3,5141","","-0,55%"
"15.08.2017","3,5352","3,5250","3,5489","3,5166","","0,27%"
"14.08.2017","3,5257","3,5396","3,5397","3,5174","","-0,32%"
"11.08.2017","3,5369","3,5417","3,5596","3,5296","","-0,14%"
"10.08.2017","3,5418","3,5373","3,5453","3,5242","","0,12%"
"09.08.2017","3,5376","3,5330","3,5499","3,5267","","0,11%"
"08.08.2017","3,5338","3,5288","3,5353","3,5232","","0,13%"
"07.08.2017","3,5291","3,5281","3,5381","3,5200","","0,03%"
"04.08.2017","3,5279","3,5392","3,5439","3,5230","","-0,33%"
"03.08.2017","3,5396","3,5330","3,5488","3,5280","","0,26%"
"02.08.2017","3,5305","3,5281","3,5430","3,5225","","0,10%"
"01.08.2017","3,5271","3,5198","3,5322","3,5080","","0,22%"
"31.07.2017","3,5193","3,5291","3,5380","3,5140","","-0,24%"
"28.07.2017","3,5279","3,5351","3,5416","3,5224","","-0,24%"
"27.07.2017","3,5363","3,5368","3,5440","3,5160","","-0,06%"
"26.07.2017","3,5385","3,5734","3,5787","3,5325","","-0,95%"
"25.07.2017","3,5724","3,5566","3,5768","3,5470","","0,44%"
"24.07.2017","3,5567","3,5369","3,5715","3,5236","","0,58%"
"21.07.2017","3,5363","3,5263","3,5434","3,5187","","0,28%"
"20.07.2017","3,5264","3,5220","3,5453","3,5175","","0,12%"
"19.07.2017","3,5220","3,5223","3,5405","3,5090","","-0,03%"
"18.07.2017","3,5231","3,5281","3,5382","3,5181","","-0,15%"
"17.07.2017","3,5284","3,5379","3,5525","3,5220","","-0,27%"
"14.07.2017","3,5381","3,5650","3,5720","3,5249","","-0,77%"
"13.07.2017","3,5657","3,5663","3,5779","3,5569","","-0,04%"
"12.07.2017","3,5672","3,6133","3,6234","3,5632","","-1,29%"
"11.07.2017","3,6139","3,6088","3,6452","3,6042","","0,16%"
"10.07.2017","3,6083","3,6166","3,6248","3,5985","","-0,27%"
"07.07.2017","3,6182","3,6189","3,6474","3,6079","","-0,08%"
"06.07.2017","3,6212","3,6069","3,6415","3,6007","","0,42%"
"05.07.2017","3,6062","3,5589","3,6173","3,5480","","1,31%"
"04.07.2017","3,5594","3,5566","3,5700","3,5430","","0,06%"
"03.07.2017","3,5571","3,5206","3,5673","3,5110","","1,02%"
"30.06.2017","3,5212","3,5255","3,5340","3,5047","","-0,15%"
"29.06.2017","3,5265","3,5137","3,5395","3,4980","","0,39%"
"28.06.2017","3,5128","3,5261","3,5390","3,5084","","-0,38%"
"27.06.2017","3,5263","3,5011","3,5278","3,4903","","0,73%"
"26.06.2017","3,5008","3,5089","3,5125","3,4897","","-0,23%"
"23.06.2017","3,5088","3,5084","3,5161","3,4957","","0,03%"
"22.06.2017","3,5077","3,5306","3,5329","3,5020","","-0,66%"
"21.06.2017","3,5310","3,5410","3,5492","3,5200","","-0,38%"
"20.06.2017","3,5445","3,5225","3,5514","3,5100","","0,62%"
"19.06.2017","3,5228","3,5025","3,5259","3,4835","","0,57%"
"16.06.2017","3,5027","3,5125","3,5327","3,4940","","-0,29%"
"15.06.2017","3,5130","3,4876","3,5256","3,4811","","0,72%"
"14.06.2017","3,4878","3,5188","3,5238","3,4733","","-0,91%"
"13.06.2017","3,5198","3,5168","3,5343","3,5065","","0,10%"
"12.06.2017","3,5164","3,5368","3,5407","3,5085","","-0,59%"
"09.06.2017","3,5373","3,5236","3,5443","3,5150","","0,37%"
"08.06.2017","3,5244","3,5465","3,5570","3,5180","","-0,73%"
"07.06.2017","3,5503","3,5152","3,5587","3,5060","","1,00%"
"06.06.2017","3,5151","3,5232","3,5438","3,5105","","-0,24%"
"05.06.2017","3,5237","3,5083","3,5340","3,4935","","0,40%"
"02.06.2017","3,5098","3,5246","3,5395","3,5017","","-0,42%"
"01.06.2017","3,5246","3,5278","3,5446","3,5210","","-0,07%"
"31.05.2017","3,5270","3,5495","3,5600","3,5240","","-0,62%"
"30.05.2017","3,5491","3,5726","3,5890","3,5387","","-0,78%"
"29.05.2017","3,5771","3,5804","3,5865","3,5727","","-0,02%"
"26.05.2017","3,5777","3,5663","3,5857","3,5595","","0,31%"
"25.05.2017","3,5667","3,5603","3,5760","3,5450","","0,18%"
"24.05.2017","3,5604","3,5694","3,5802","3,5540","","-0,28%"
"23.05.2017","3,5704","3,5603","3,5802","3,5535","","0,31%"
"22.05.2017","3,5593","3,5765","3,5946","3,5483","","-0,45%"
"19.05.2017","3,5753","3,6236","3,6324","3,5647","","-1,37%"
"18.05.2017","3,6251","3,5688","3,6423","3,5666","","1,60%"
"17.05.2017","3,5681","3,5391","3,5727","3,5363","","0,82%"
"16.05.2017","3,5392","3,5472","3,5638","3,5340","","-0,26%"
"15.05.2017","3,5483","3,5712","3,5747","3,5458","","-0,69%"
"12.05.2017","3,5731","3,5753","3,5993","3,5630","","-0,08%"
"11.05.2017","3,5758","3,5863","3,5930","3,5640","","-0,32%"
"10.05.2017","3,5874","3,6238","3,6287","3,5790","","-1,01%"
"09.05.2017","3,6239","3,5852","3,6260","3,5796","","1,08%"
"08.05.2017","3,5851","3,5364","3,5960","3,5270","","1,16%"
"05.05.2017","3,5441","3,5535","3,5782","3,5402","","-0,28%"
"04.05.2017","3,5540","3,5356","3,5692","3,5258","","0,54%"
"03.05.2017","3,5349","3,5268","3,5411","3,5176","","0,22%"
"02.05.2017","3,5273","3,5544","3,5565","3,5173","","-0,77%"
"01.05.2017","3,5545","3,5516","3,5584","3,5465","","0,08%"
"28.04.2017","3,5516","3,5607","3,5728","3,5350","","-0,27%"
"27.04.2017","3,5612","3,5776","3,5789","3,5540","","-0,48%"
"26.04.2017","3,5783","3,5792","3,5991","3,5595","","-0,04%"
"25.04.2017","3,5797","3,5717","3,6047","3,5690","","0,19%"
"24.04.2017","3,5730","3,6411","3,6411","3,5702","","-1,84%"
"21.04.2017","3,6401","3,6407","3,6556","3,6290","","-0,04%"
"20.04.2017","3,6415","3,6732","3,6776","3,6262","","-0,86%"
"19.04.2017","3,6730","3,6609","3,6852","3,6529","","0,33%"
"18.04.2017","3,6608","3,7024","3,7142","3,6531","","-1,09%"
"17.04.2017","3,7011","3,6330","3,7172","3,6270","","-0,85%"
"14.04.2017","3,7327","3,6641","3,7376","3,6597","","1,89%"
"13.04.2017","3,6633","3,6474","3,6790","3,6397","","0,39%"
"12.04.2017","3,6492","3,6971","3,7043","3,6458","","-1,30%"
"11.04.2017","3,6972","3,7289","3,7333","3,6949","","-0,86%"
"10.04.2017","3,7294","3,7330","3,7378","3,7128","","-0,01%"
"07.04.2017","3,7299","3,7111","3,7447","3,7054","","0,51%"
"06.04.2017","3,7111","3,6990","3,7293","3,6938","","0,32%"
"05.04.2017","3,6991","3,6797","3,7121","3,6668","","0,55%"
"04.04.2017","3,6790","3,6456","3,6905","3,6367","","0,94%"
"03.04.2017","3,6449","3,6347","3,6510","3,6210","","0,27%"
"31.03.2017","3,6352","3,6515","3,6578","3,6240","","-0,46%"
"30.03.2017","3,6520","3,6454","3,6546","3,6240","","0,17%"
"29.03.2017","3,6459","3,6586","3,6623","3,6373","","-0,34%"
"28.03.2017","3,6582","3,6173","3,6643","3,6063","","1,15%"
"27.03.2017","3,6166","3,6072","3,6254","3,5847","","0,16%"
"24.03.2017","3,6108","3,6343","3,6387","3,5969","","-0,66%"
"23.03.2017","3,6348","3,6184","3,6410","3,6050","","0,45%"
"22.03.2017","3,6184","3,6320","3,6447","3,6040","","-0,40%"
"21.03.2017","3,6329","3,6161","3,6388","3,5870","","0,47%"
"20.03.2017","3,6160","3,6344","3,6389","3,6140","","-0,51%"
"17.03.2017","3,6344","3,6264","3,6458","3,5980","","0,24%"
"16.03.2017","3,6256","3,6769","3,6942","3,6115","","-1,35%"
"15.03.2017","3,6754","3,7426","3,7484","3,6714","","-1,80%"
"14.03.2017","3,7426","3,7418","3,7624","3,7378","","0,02%"
"13.03.2017","3,7418","3,7300","3,7541","3,7300","","0,32%"
"10.03.2017","3,7299","3,7747","3,7787","3,7225","","-1,19%"
"09.03.2017","3,7747","3,7462","3,7861","3,7360","","0,75%"
"08.03.2017","3,7467","3,6806","3,7496","3,6690","","1,79%"
"07.03.2017","3,6807","3,7142","3,7193","3,6712","","-0,88%"
"06.03.2017","3,7132","3,7045","3,7300","3,7033","","0,28%"
"03.03.2017","3,7030","3,7282","3,7470","3,7016","","-0,67%"
"02.03.2017","3,7280","3,6555","3,7362","3,6485","","2,02%"
"01.03.2017","3,6543","3,6467","3,6791","3,6257","","0,19%"
"28.02.2017","3,6472","3,6075","3,6495","3,5960","","1,11%"
"27.02.2017","3,6072","3,6076","3,6103","3,5797","","0,01%"
"24.02.2017","3,6070","3,5695","3,6094","3,5625","","1,06%"
"23.02.2017","3,5691","3,5806","3,5904","3,5562","","-0,31%"
"22.02.2017","3,5802","3,6197","3,6270","3,5777","","-1,11%"
"21.02.2017","3,6203","3,6245","3,6360","3,6130","","-0,12%"
"20.02.2017","3,6245","3,6304","3,6380","3,6113","","-0,12%"
"17.02.2017","3,6290","3,6675","3,6823","3,6255","","-1,03%"
"16.02.2017","3,6666","3,6591","3,6882","3,6491","","0,18%"
"15.02.2017","3,6601","3,6498","3,7027","3,6370","","0,27%"
"14.02.2017","3,6503","3,6712","3,6812","3,6379","","-0,58%"
"13.02.2017","3,6717","3,6943","3,7003","3,6625","","-0,64%"
"10.02.2017","3,6953","3,6826","3,7113","3,6615","","0,33%"
"09.02.2017","3,6831","3,7191","3,7246","3,6745","","-0,93%"
"08.02.2017","3,7178","3,7458","3,7608","3,6966","","-0,73%"
"07.02.2017","3,7451","3,6837","3,7506","3,6773","","1,66%"
"06.02.2017","3,6839","3,6983","3,7075","3,6622","","-0,37%"
